file,label,label_idx
data\processed\AB+\cluster_4_156.npy,AB+,2
data\processed\AB+\cluster_4_1562.npy,AB+,2
data\processed\AB+\cluster_4_1563.npy,AB+,2
data\processed\AB+\cluster_4_1569.npy,AB+,2
data\processed\AB+\cluster_4_1570.npy,AB+,2
data\processed\AB+\cluster_4_1607.npy,AB+,2
data\processed\AB+\cluster_4_1611.npy,AB+,2
data\processed\AB+\cluster_4_1612.npy,AB+,2
data\processed\AB+\cluster_4_1615.npy,AB+,2
data\processed\AB+\cluster_4_1631.npy,AB+,2
data\processed\AB+\cluster_4_1637.npy,AB+,2
data\processed\AB+\cluster_4_1646.npy,AB+,2
data\processed\AB+\cluster_4_1667.npy,AB+,2
data\processed\AB+\cluster_4_1672.npy,AB+,2
data\processed\AB+\cluster_4_1679.npy,AB+,2
data\processed\AB+\cluster_4_1686.npy,AB+,2
data\processed\AB+\cluster_4_1695.npy,AB+,2
data\processed\AB+\cluster_4_1716.npy,AB+,2
data\processed\AB+\cluster_4_1723.npy,AB+,2
data\processed\AB+\cluster_4_1737.npy,AB+,2
data\processed\AB+\cluster_4_1740.npy,AB+,2
data\processed\AB+\cluster_4_1756.npy,AB+,2
data\processed\AB+\cluster_4_1757.npy,AB+,2
data\processed\AB+\cluster_4_1781.npy,AB+,2
data\processed\AB+\cluster_4_1785.npy,AB+,2
data\processed\AB+\cluster_4_1798.npy,AB+,2
data\processed\AB+\cluster_4_1801.npy,AB+,2
data\processed\AB+\cluster_4_1809.npy,AB+,2
data\processed\AB+\cluster_4_1810.npy,AB+,2
data\processed\AB+\cluster_4_182.npy,AB+,2
data\processed\AB+\cluster_4_183.npy,AB+,2
data\processed\AB+\cluster_4_1830.npy,AB+,2
data\processed\AB+\cluster_4_1858.npy,AB+,2
data\processed\AB+\cluster_4_1866.npy,AB+,2
data\processed\AB+\cluster_4_1878.npy,AB+,2
data\processed\AB+\cluster_4_1898.npy,AB+,2
data\processed\AB+\cluster_4_191.npy,AB+,2
data\processed\AB+\cluster_4_1912.npy,AB+,2
data\processed\AB+\cluster_4_1917.npy,AB+,2
data\processed\AB+\cluster_4_193.npy,AB+,2
data\processed\AB+\cluster_4_1959.npy,AB+,2
data\processed\AB+\cluster_4_196.npy,AB+,2
data\processed\AB+\cluster_4_1967.npy,AB+,2
data\processed\AB+\cluster_4_1972.npy,AB+,2
data\processed\AB+\cluster_4_1974.npy,AB+,2
data\processed\AB+\cluster_4_1976.npy,AB+,2
data\processed\AB+\cluster_4_1982.npy,AB+,2
data\processed\AB+\cluster_4_1992.npy,AB+,2
data\processed\AB+\cluster_4_1993.npy,AB+,2
data\processed\AB+\cluster_4_201.npy,AB+,2
data\processed\AB+\cluster_4_2019.npy,AB+,2
data\processed\AB+\cluster_4_2029.npy,AB+,2
data\processed\AB+\cluster_4_2033.npy,AB+,2
data\processed\AB+\cluster_4_2062.npy,AB+,2
data\processed\AB+\cluster_4_2064.npy,AB+,2
data\processed\AB+\cluster_4_2072.npy,AB+,2
data\processed\AB+\cluster_4_2081.npy,AB+,2
data\processed\AB+\cluster_4_2091.npy,AB+,2
data\processed\AB+\cluster_4_2104.npy,AB+,2
data\processed\AB+\cluster_4_2115.npy,AB+,2
data\processed\AB+\cluster_4_2118.npy,AB+,2
data\processed\AB+\cluster_4_213.npy,AB+,2
data\processed\AB+\cluster_4_2132.npy,AB+,2
data\processed\AB+\cluster_4_2138.npy,AB+,2
data\processed\AB+\cluster_4_2141.npy,AB+,2
data\processed\AB+\cluster_4_2144.npy,AB+,2
data\processed\AB+\cluster_4_216.npy,AB+,2
data\processed\AB+\cluster_4_2162.npy,AB+,2
data\processed\AB+\cluster_4_2175.npy,AB+,2
data\processed\AB+\cluster_4_2178.npy,AB+,2
data\processed\AB+\cluster_4_2181.npy,AB+,2
data\processed\AB+\cluster_4_2183.npy,AB+,2
data\processed\AB+\cluster_4_2189.npy,AB+,2
data\processed\AB+\cluster_4_2193.npy,AB+,2
data\processed\AB+\cluster_4_2195.npy,AB+,2
data\processed\AB+\cluster_4_2208.npy,AB+,2
data\processed\AB+\cluster_4_222.npy,AB+,2
data\processed\AB+\cluster_4_2228.npy,AB+,2
data\processed\AB+\cluster_4_2234.npy,AB+,2
data\processed\AB+\cluster_4_2237.npy,AB+,2
data\processed\AB+\cluster_4_2254.npy,AB+,2
data\processed\AB+\cluster_4_2286.npy,AB+,2
data\processed\AB+\cluster_4_2298.npy,AB+,2
data\processed\AB+\cluster_4_2309.npy,AB+,2
data\processed\AB+\cluster_4_2311.npy,AB+,2
data\processed\AB+\cluster_4_2314.npy,AB+,2
data\processed\AB+\cluster_4_2321.npy,AB+,2
data\processed\AB+\cluster_4_2327.npy,AB+,2
data\processed\AB+\cluster_4_2329.npy,AB+,2
data\processed\AB+\cluster_4_234.npy,AB+,2
data\processed\AB+\cluster_4_2352.npy,AB+,2
data\processed\AB+\cluster_4_2363.npy,AB+,2
data\processed\AB+\cluster_4_2368.npy,AB+,2
data\processed\AB+\cluster_4_2369.npy,AB+,2
data\processed\AB+\cluster_4_2372.npy,AB+,2
data\processed\AB+\cluster_4_2377.npy,AB+,2
data\processed\AB+\cluster_4_2411.npy,AB+,2
data\processed\AB+\cluster_4_2412.npy,AB+,2
data\processed\AB+\cluster_4_2419.npy,AB+,2
data\processed\AB+\cluster_4_2436.npy,AB+,2
data\processed\AB+\cluster_4_2444.npy,AB+,2
data\processed\AB+\cluster_4_2445.npy,AB+,2
data\processed\AB+\cluster_4_2446.npy,AB+,2
data\processed\AB+\cluster_4_2450.npy,AB+,2
data\processed\AB+\cluster_4_2453.npy,AB+,2
data\processed\AB+\cluster_4_2458.npy,AB+,2
data\processed\AB+\cluster_4_2462.npy,AB+,2
data\processed\AB+\cluster_4_2477.npy,AB+,2
data\processed\AB+\cluster_4_2481.npy,AB+,2
data\processed\AB+\cluster_4_2488.npy,AB+,2
data\processed\AB+\cluster_4_2498.npy,AB+,2
data\processed\AB+\cluster_4_2501.npy,AB+,2
data\processed\AB+\cluster_4_2505.npy,AB+,2
data\processed\AB+\cluster_4_2507.npy,AB+,2
data\processed\AB+\cluster_4_251.npy,AB+,2
data\processed\AB+\cluster_4_2512.npy,AB+,2
data\processed\AB+\cluster_4_2513.npy,AB+,2
data\processed\AB+\cluster_4_2527.npy,AB+,2
data\processed\AB+\cluster_4_2530.npy,AB+,2
data\processed\AB+\cluster_4_2536.npy,AB+,2
data\processed\AB+\cluster_4_2549.npy,AB+,2
data\processed\AB+\cluster_4_2556.npy,AB+,2
data\processed\AB+\cluster_4_2561.npy,AB+,2
data\processed\AB+\cluster_4_257.npy,AB+,2
data\processed\AB+\cluster_4_2577.npy,AB+,2
data\processed\AB+\cluster_4_2579.npy,AB+,2
data\processed\AB+\cluster_4_2585.npy,AB+,2
data\processed\AB+\cluster_4_2602.npy,AB+,2
data\processed\AB+\cluster_4_2607.npy,AB+,2
data\processed\AB+\cluster_4_2611.npy,AB+,2
data\processed\AB+\cluster_4_2614.npy,AB+,2
data\processed\AB+\cluster_4_2618.npy,AB+,2
data\processed\AB+\cluster_4_2619.npy,AB+,2
data\processed\AB+\cluster_4_2621.npy,AB+,2
data\processed\AB+\cluster_4_263.npy,AB+,2
data\processed\AB+\cluster_4_264.npy,AB+,2
data\processed\AB+\cluster_4_265.npy,AB+,2
data\processed\AB+\cluster_4_2666.npy,AB+,2
data\processed\AB+\cluster_4_2673.npy,AB+,2
data\processed\AB+\cluster_4_2675.npy,AB+,2
data\processed\AB+\cluster_4_268.npy,AB+,2
data\processed\AB+\cluster_4_2680.npy,AB+,2
data\processed\AB+\cluster_4_2686.npy,AB+,2
data\processed\AB+\cluster_4_2688.npy,AB+,2
data\processed\AB+\cluster_4_2699.npy,AB+,2
data\processed\AB+\cluster_4_27.npy,AB+,2
data\processed\AB+\cluster_4_2700.npy,AB+,2
data\processed\AB+\cluster_4_2709.npy,AB+,2
data\processed\AB+\cluster_4_272.npy,AB+,2
data\processed\AB+\cluster_4_2720.npy,AB+,2
data\processed\AB+\cluster_4_2726.npy,AB+,2
data\processed\AB+\cluster_4_2727.npy,AB+,2
data\processed\AB+\cluster_4_2743.npy,AB+,2
data\processed\AB+\cluster_4_2763.npy,AB+,2
data\processed\AB+\cluster_4_2787.npy,AB+,2
data\processed\AB+\cluster_4_2796.npy,AB+,2
data\processed\AB+\cluster_4_2801.npy,AB+,2
data\processed\AB+\cluster_4_2804.npy,AB+,2
data\processed\AB+\cluster_4_2818.npy,AB+,2
data\processed\AB+\cluster_4_282.npy,AB+,2
data\processed\AB+\cluster_4_2822.npy,AB+,2
data\processed\AB+\cluster_4_2837.npy,AB+,2
data\processed\AB+\cluster_4_2850.npy,AB+,2
data\processed\AB+\cluster_4_2854.npy,AB+,2
data\processed\AB+\cluster_4_2856.npy,AB+,2
data\processed\AB+\cluster_4_2861.npy,AB+,2
data\processed\AB+\cluster_4_2864.npy,AB+,2
data\processed\AB+\cluster_4_2876.npy,AB+,2
data\processed\AB+\cluster_4_2889.npy,AB+,2
data\processed\AB+\cluster_4_2896.npy,AB+,2
data\processed\AB+\cluster_4_2900.npy,AB+,2
data\processed\AB+\cluster_4_2901.npy,AB+,2
data\processed\AB+\cluster_4_2911.npy,AB+,2
data\processed\AB+\cluster_4_2929.npy,AB+,2
data\processed\AB+\cluster_4_2931.npy,AB+,2
data\processed\AB+\cluster_4_2937.npy,AB+,2
data\processed\AB+\cluster_4_2943.npy,AB+,2
data\processed\AB+\cluster_4_2949.npy,AB+,2
data\processed\AB+\cluster_4_2956.npy,AB+,2
data\processed\AB+\cluster_4_296.npy,AB+,2
data\processed\AB+\cluster_4_2960.npy,AB+,2
data\processed\AB+\cluster_4_2961.npy,AB+,2
data\processed\AB+\cluster_4_2965.npy,AB+,2
data\processed\AB+\cluster_4_2981.npy,AB+,2
data\processed\AB+\cluster_4_2988.npy,AB+,2
data\processed\AB+\cluster_4_3000.npy,AB+,2
data\processed\AB+\cluster_4_3003.npy,AB+,2
data\processed\AB+\cluster_4_3011.npy,AB+,2
data\processed\AB+\cluster_4_3015.npy,AB+,2
data\processed\AB+\cluster_4_3018.npy,AB+,2
data\processed\AB+\cluster_4_3021.npy,AB+,2
data\processed\AB+\cluster_4_3022.npy,AB+,2
data\processed\AB+\cluster_4_3031.npy,AB+,2
data\processed\AB+\cluster_4_304.npy,AB+,2
data\processed\AB+\cluster_4_3041.npy,AB+,2
data\processed\AB+\cluster_4_3045.npy,AB+,2
data\processed\AB+\cluster_4_3077.npy,AB+,2
data\processed\AB+\cluster_4_3097.npy,AB+,2
data\processed\AB+\cluster_4_3098.npy,AB+,2
data\processed\AB+\cluster_4_3103.npy,AB+,2
data\processed\AB+\cluster_4_3107.npy,AB+,2
data\processed\AB+\cluster_4_3121.npy,AB+,2
data\processed\AB+\cluster_4_313.npy,AB+,2
data\processed\AB+\cluster_4_3130.npy,AB+,2
data\processed\AB+\cluster_4_3132.npy,AB+,2
data\processed\AB+\cluster_4_3150.npy,AB+,2
data\processed\AB+\cluster_4_3151.npy,AB+,2
data\processed\AB+\cluster_4_316.npy,AB+,2
data\processed\AB+\cluster_4_3168.npy,AB+,2
data\processed\AB+\cluster_4_3173.npy,AB+,2
data\processed\AB+\cluster_4_3176.npy,AB+,2
data\processed\AB+\cluster_4_3177.npy,AB+,2
data\processed\AB+\cluster_4_3190.npy,AB+,2
data\processed\AB+\cluster_4_3208.npy,AB+,2
data\processed\AB+\cluster_4_321.npy,AB+,2
data\processed\AB+\cluster_4_3210.npy,AB+,2
data\processed\AB+\cluster_4_3216.npy,AB+,2
data\processed\AB+\cluster_4_3220.npy,AB+,2
data\processed\AB+\cluster_4_3221.npy,AB+,2
data\processed\AB+\cluster_4_3223.npy,AB+,2
data\processed\AB+\cluster_4_3237.npy,AB+,2
data\processed\AB+\cluster_4_3238.npy,AB+,2
data\processed\AB+\cluster_4_3243.npy,AB+,2
data\processed\AB+\cluster_4_3248.npy,AB+,2
data\processed\AB+\cluster_4_3249.npy,AB+,2
data\processed\AB+\cluster_4_325.npy,AB+,2
data\processed\AB+\cluster_4_3250.npy,AB+,2
data\processed\AB+\cluster_4_3253.npy,AB+,2
data\processed\AB+\cluster_4_3254.npy,AB+,2
data\processed\AB+\cluster_4_3258.npy,AB+,2
data\processed\AB+\cluster_4_3264.npy,AB+,2
data\processed\AB+\cluster_4_3287.npy,AB+,2
data\processed\AB+\cluster_4_3302.npy,AB+,2
data\processed\AB+\cluster_4_3313.npy,AB+,2
data\processed\AB+\cluster_4_333.npy,AB+,2
data\processed\AB+\cluster_4_3345.npy,AB+,2
data\processed\AB+\cluster_4_3348.npy,AB+,2
data\processed\AB+\cluster_4_3351.npy,AB+,2
data\processed\AB+\cluster_4_3352.npy,AB+,2
data\processed\AB+\cluster_4_3366.npy,AB+,2
data\processed\AB+\cluster_4_3368.npy,AB+,2
data\processed\AB+\cluster_4_337.npy,AB+,2
data\processed\AB+\cluster_4_3375.npy,AB+,2
data\processed\AB+\cluster_4_338.npy,AB+,2
data\processed\AB+\cluster_4_3387.npy,AB+,2
data\processed\AB+\cluster_4_3393.npy,AB+,2
data\processed\AB+\cluster_4_3397.npy,AB+,2
data\processed\AB+\cluster_4_3398.npy,AB+,2
data\processed\AB+\cluster_4_340.npy,AB+,2
data\processed\AB+\cluster_4_3422.npy,AB+,2
data\processed\AB+\cluster_4_3427.npy,AB+,2
data\processed\AB+\cluster_4_3432.npy,AB+,2
data\processed\AB+\cluster_4_344.npy,AB+,2
data\processed\AB+\cluster_4_3440.npy,AB+,2
data\processed\AB+\cluster_4_3446.npy,AB+,2
data\processed\AB+\cluster_4_3452.npy,AB+,2
data\processed\AB+\cluster_4_3458.npy,AB+,2
data\processed\AB+\cluster_4_3459.npy,AB+,2
data\processed\AB+\cluster_4_347.npy,AB+,2
data\processed\AB+\cluster_4_3489.npy,AB+,2
data\processed\AB+\cluster_4_349.npy,AB+,2
data\processed\AB+\cluster_4_3492.npy,AB+,2
data\processed\AB+\cluster_4_3504.npy,AB+,2
data\processed\AB+\cluster_4_3505.npy,AB+,2
data\processed\AB+\cluster_4_3524.npy,AB+,2
data\processed\AB+\cluster_4_3542.npy,AB+,2
data\processed\AB+\cluster_4_355.npy,AB+,2
data\processed\AB+\cluster_4_3558.npy,AB+,2
data\processed\AB+\cluster_4_3563.npy,AB+,2
data\processed\AB+\cluster_4_3565.npy,AB+,2
data\processed\AB+\cluster_4_3566.npy,AB+,2
data\processed\AB+\cluster_4_3578.npy,AB+,2
data\processed\AB+\cluster_4_358.npy,AB+,2
data\processed\AB+\cluster_4_3580.npy,AB+,2
data\processed\AB+\cluster_4_3581.npy,AB+,2
data\processed\AB+\cluster_4_3588.npy,AB+,2
data\processed\AB+\cluster_4_359.npy,AB+,2
data\processed\AB+\cluster_4_3594.npy,AB+,2
data\processed\AB+\cluster_4_3596.npy,AB+,2
data\processed\AB+\cluster_4_3604.npy,AB+,2
data\processed\AB+\cluster_4_361.npy,AB+,2
data\processed\AB+\cluster_4_3624.npy,AB+,2
data\processed\AB+\cluster_4_3626.npy,AB+,2
data\processed\AB+\cluster_4_3642.npy,AB+,2
data\processed\AB+\cluster_4_3649.npy,AB+,2
data\processed\AB+\cluster_4_365.npy,AB+,2
data\processed\AB+\cluster_4_3659.npy,AB+,2
data\processed\AB+\cluster_4_3662.npy,AB+,2
data\processed\AB+\cluster_4_3667.npy,AB+,2
data\processed\AB+\cluster_4_3669.npy,AB+,2
data\processed\AB+\cluster_4_3673.npy,AB+,2
data\processed\AB+\cluster_4_3678.npy,AB+,2
data\processed\AB+\cluster_4_3691.npy,AB+,2
data\processed\AB+\cluster_4_3692.npy,AB+,2
data\processed\AB+\cluster_4_3694.npy,AB+,2
data\processed\AB+\cluster_4_37.npy,AB+,2
data\processed\AB+\cluster_4_3707.npy,AB+,2
data\processed\AB+\cluster_4_3709.npy,AB+,2
data\processed\AB+\cluster_4_3725.npy,AB+,2
data\processed\AB+\cluster_4_3726.npy,AB+,2
data\processed\AB+\cluster_4_3735.npy,AB+,2
data\processed\AB+\cluster_4_3739.npy,AB+,2
data\processed\AB+\cluster_4_3747.npy,AB+,2
data\processed\AB+\cluster_4_3751.npy,AB+,2
data\processed\AB+\cluster_4_385.npy,AB+,2
data\processed\AB+\cluster_4_3857.npy,AB+,2
data\processed\AB+\cluster_4_3859.npy,AB+,2
data\processed\AB+\cluster_4_3861.npy,AB+,2
data\processed\AB+\cluster_4_3864.npy,AB+,2
data\processed\AB+\cluster_4_3875.npy,AB+,2
data\processed\AB+\cluster_4_388.npy,AB+,2
data\processed\AB+\cluster_4_3881.npy,AB+,2
data\processed\AB+\cluster_4_3884.npy,AB+,2
data\processed\AB+\cluster_4_3887.npy,AB+,2
data\processed\AB+\cluster_4_3896.npy,AB+,2
data\processed\AB+\cluster_4_3898.npy,AB+,2
data\processed\AB+\cluster_4_3901.npy,AB+,2
data\processed\AB+\cluster_4_3907.npy,AB+,2
data\processed\AB+\cluster_4_392.npy,AB+,2
data\processed\AB+\cluster_4_3920.npy,AB+,2
data\processed\AB+\cluster_4_3924.npy,AB+,2
data\processed\AB+\cluster_4_3932.npy,AB+,2
data\processed\AB+\cluster_4_3934.npy,AB+,2
data\processed\AB+\cluster_4_3955.npy,AB+,2
data\processed\AB+\cluster_4_3967.npy,AB+,2
data\processed\AB+\cluster_4_397.npy,AB+,2
data\processed\AB+\cluster_4_3978.npy,AB+,2
data\processed\AB+\cluster_4_3988.npy,AB+,2
data\processed\AB+\cluster_4_3998.npy,AB+,2
data\processed\AB+\cluster_4_4.npy,AB+,2
data\processed\AB+\cluster_4_4001.npy,AB+,2
data\processed\AB+\cluster_4_4010.npy,AB+,2
data\processed\AB+\cluster_4_4041.npy,AB+,2
data\processed\AB+\cluster_4_4052.npy,AB+,2
data\processed\AB+\cluster_4_4058.npy,AB+,2
data\processed\AB+\cluster_4_4066.npy,AB+,2
data\processed\AB+\cluster_4_4073.npy,AB+,2
data\processed\AB+\cluster_4_4096.npy,AB+,2
data\processed\AB+\cluster_4_4105.npy,AB+,2
data\processed\AB+\cluster_4_4106.npy,AB+,2
data\processed\AB+\cluster_4_411.npy,AB+,2
data\processed\AB+\cluster_4_4119.npy,AB+,2
data\processed\AB+\cluster_4_4122.npy,AB+,2
data\processed\AB+\cluster_4_4127.npy,AB+,2
data\processed\AB+\cluster_4_4134.npy,AB+,2
data\processed\AB+\cluster_4_4144.npy,AB+,2
data\processed\AB+\cluster_4_4145.npy,AB+,2
data\processed\AB+\cluster_4_4167.npy,AB+,2
data\processed\AB+\cluster_4_4169.npy,AB+,2
data\processed\AB+\cluster_4_4176.npy,AB+,2
data\processed\AB+\cluster_4_4218.npy,AB+,2
data\processed\AB+\cluster_4_4220.npy,AB+,2
data\processed\AB+\cluster_4_4221.npy,AB+,2
data\processed\AB+\cluster_4_4240.npy,AB+,2
data\processed\AB+\cluster_4_4278.npy,AB+,2
data\processed\AB+\cluster_4_4282.npy,AB+,2
data\processed\AB+\cluster_4_4283.npy,AB+,2
data\processed\AB+\cluster_4_4284.npy,AB+,2
data\processed\AB+\cluster_4_4292.npy,AB+,2
data\processed\AB+\cluster_4_4296.npy,AB+,2
data\processed\AB+\cluster_4_4319.npy,AB+,2
data\processed\AB+\cluster_4_435.npy,AB+,2
data\processed\AB+\cluster_4_4352.npy,AB+,2
data\processed\AB+\cluster_4_436.npy,AB+,2
data\processed\AB+\cluster_4_4365.npy,AB+,2
data\processed\AB+\cluster_4_4369.npy,AB+,2
data\processed\AB+\cluster_4_4372.npy,AB+,2
data\processed\AB+\cluster_4_4374.npy,AB+,2
data\processed\AB+\cluster_4_4375.npy,AB+,2
data\processed\AB+\cluster_4_438.npy,AB+,2
data\processed\AB+\cluster_4_4393.npy,AB+,2
data\processed\AB+\cluster_4_4409.npy,AB+,2
data\processed\AB+\cluster_4_4429.npy,AB+,2
data\processed\AB+\cluster_4_446.npy,AB+,2
data\processed\AB+\cluster_4_4465.npy,AB+,2
data\processed\AB+\cluster_4_4467.npy,AB+,2
data\processed\AB+\cluster_4_447.npy,AB+,2
data\processed\AB+\cluster_4_4477.npy,AB+,2
data\processed\AB+\cluster_4_4499.npy,AB+,2
data\processed\AB+\cluster_4_4515.npy,AB+,2
data\processed\AB+\cluster_4_4523.npy,AB+,2
data\processed\AB+\cluster_4_4534.npy,AB+,2
data\processed\AB+\cluster_4_4537.npy,AB+,2
data\processed\AB+\cluster_4_455.npy,AB+,2
data\processed\AB+\cluster_4_4557.npy,AB+,2
data\processed\AB+\cluster_4_4566.npy,AB+,2
data\processed\AB+\cluster_4_4567.npy,AB+,2
data\processed\AB+\cluster_4_458.npy,AB+,2
data\processed\AB+\cluster_4_4591.npy,AB+,2
data\processed\AB+\cluster_4_4611.npy,AB+,2
data\processed\AB+\cluster_4_4619.npy,AB+,2
data\processed\AB+\cluster_4_462.npy,AB+,2
data\processed\AB+\cluster_4_4622.npy,AB+,2
data\processed\AB+\cluster_4_4623.npy,AB+,2
data\processed\AB+\cluster_4_4626.npy,AB+,2
data\processed\AB+\cluster_4_463.npy,AB+,2
data\processed\AB+\cluster_4_4679.npy,AB+,2
data\processed\AB+\cluster_4_4681.npy,AB+,2
data\processed\AB+\cluster_4_4687.npy,AB+,2
data\processed\AB+\cluster_4_4699.npy,AB+,2
data\processed\AB+\cluster_4_4701.npy,AB+,2
data\processed\AB+\cluster_4_4706.npy,AB+,2
data\processed\AB+\cluster_4_4707.npy,AB+,2
data\processed\AB+\cluster_4_4709.npy,AB+,2
data\processed\AB+\cluster_4_472.npy,AB+,2
data\processed\AB+\cluster_4_4732.npy,AB+,2
data\processed\AB+\cluster_4_4733.npy,AB+,2
data\processed\AB+\cluster_4_474.npy,AB+,2
data\processed\AB+\cluster_4_4747.npy,AB+,2
data\processed\AB+\cluster_4_4752.npy,AB+,2
data\processed\AB+\cluster_4_4753.npy,AB+,2
data\processed\AB+\cluster_4_4760.npy,AB+,2
data\processed\AB+\cluster_4_4761.npy,AB+,2
data\processed\AB+\cluster_4_4762.npy,AB+,2
data\processed\AB+\cluster_4_477.npy,AB+,2
data\processed\AB+\cluster_4_4788.npy,AB+,2
data\processed\AB+\cluster_4_4789.npy,AB+,2
data\processed\AB+\cluster_4_4790.npy,AB+,2
data\processed\AB+\cluster_4_4810.npy,AB+,2
data\processed\AB+\cluster_4_4815.npy,AB+,2
data\processed\AB+\cluster_4_4818.npy,AB+,2
data\processed\AB+\cluster_4_482.npy,AB+,2
data\processed\AB+\cluster_4_4823.npy,AB+,2
data\processed\AB+\cluster_4_4826.npy,AB+,2
data\processed\AB+\cluster_4_4829.npy,AB+,2
data\processed\AB+\cluster_4_4832.npy,AB+,2
data\processed\AB+\cluster_4_4845.npy,AB+,2
data\processed\AB+\cluster_4_4856.npy,AB+,2
data\processed\AB+\cluster_4_4863.npy,AB+,2
data\processed\AB+\cluster_4_4867.npy,AB+,2
data\processed\AB+\cluster_4_4876.npy,AB+,2
data\processed\AB+\cluster_4_4894.npy,AB+,2
data\processed\AB+\cluster_4_4896.npy,AB+,2
data\processed\AB+\cluster_4_4906.npy,AB+,2
data\processed\AB+\cluster_4_4919.npy,AB+,2
data\processed\AB+\cluster_4_492.npy,AB+,2
data\processed\AB+\cluster_4_4925.npy,AB+,2
data\processed\AB+\cluster_4_4940.npy,AB+,2
data\processed\AB+\cluster_4_4946.npy,AB+,2
data\processed\AB+\cluster_4_495.npy,AB+,2
data\processed\AB+\cluster_4_4951.npy,AB+,2
data\processed\AB+\cluster_4_4961.npy,AB+,2
data\processed\AB+\cluster_4_4963.npy,AB+,2
data\processed\AB+\cluster_4_4965.npy,AB+,2
data\processed\AB+\cluster_4_4967.npy,AB+,2
data\processed\AB+\cluster_4_4976.npy,AB+,2
data\processed\AB+\cluster_4_4982.npy,AB+,2
data\processed\AB+\cluster_4_4997.npy,AB+,2
data\processed\AB+\cluster_4_5009.npy,AB+,2
data\processed\AB+\cluster_4_5023.npy,AB+,2
data\processed\AB+\cluster_4_5026.npy,AB+,2
data\processed\AB+\cluster_4_5028.npy,AB+,2
data\processed\AB+\cluster_4_5030.npy,AB+,2
data\processed\AB+\cluster_4_5031.npy,AB+,2
data\processed\AB+\cluster_4_5041.npy,AB+,2
data\processed\AB+\cluster_4_5045.npy,AB+,2
data\processed\AB+\cluster_4_5052.npy,AB+,2
data\processed\AB+\cluster_4_5057.npy,AB+,2
data\processed\AB+\cluster_4_506.npy,AB+,2
data\processed\AB+\cluster_4_5065.npy,AB+,2
data\processed\AB+\cluster_4_5075.npy,AB+,2
data\processed\AB+\cluster_4_5076.npy,AB+,2
data\processed\AB+\cluster_4_5078.npy,AB+,2
data\processed\AB+\cluster_4_5090.npy,AB+,2
data\processed\AB+\cluster_4_5099.npy,AB+,2
data\processed\AB+\cluster_4_51.npy,AB+,2
data\processed\AB+\cluster_4_5103.npy,AB+,2
data\processed\AB+\cluster_4_5104.npy,AB+,2
data\processed\AB+\cluster_4_5106.npy,AB+,2
data\processed\AB+\cluster_4_5109.npy,AB+,2
data\processed\AB+\cluster_4_5110.npy,AB+,2
data\processed\AB+\cluster_4_5115.npy,AB+,2
data\processed\AB+\cluster_4_5119.npy,AB+,2
data\processed\AB+\cluster_4_5121.npy,AB+,2
data\processed\AB+\cluster_4_5122.npy,AB+,2
data\processed\AB+\cluster_4_5145.npy,AB+,2
data\processed\AB+\cluster_4_515.npy,AB+,2
data\processed\AB+\cluster_4_5151.npy,AB+,2
data\processed\AB+\cluster_4_5156.npy,AB+,2
data\processed\AB+\cluster_4_5160.npy,AB+,2
data\processed\AB+\cluster_4_518.npy,AB+,2
data\processed\AB+\cluster_4_5183.npy,AB+,2
data\processed\AB+\cluster_4_5189.npy,AB+,2
data\processed\AB+\cluster_4_5190.npy,AB+,2
data\processed\AB+\cluster_4_5193.npy,AB+,2
data\processed\AB+\cluster_4_5198.npy,AB+,2
data\processed\AB+\cluster_4_520.npy,AB+,2
data\processed\AB+\cluster_4_5200.npy,AB+,2
data\processed\AB+\cluster_4_5212.npy,AB+,2
data\processed\AB+\cluster_4_5241.npy,AB+,2
data\processed\AB+\cluster_4_5261.npy,AB+,2
data\processed\AB+\cluster_4_5264.npy,AB+,2
data\processed\AB+\cluster_4_5265.npy,AB+,2
data\processed\AB+\cluster_4_5266.npy,AB+,2
data\processed\AB+\cluster_4_5273.npy,AB+,2
data\processed\AB+\cluster_4_5283.npy,AB+,2
data\processed\AB+\cluster_4_5291.npy,AB+,2
data\processed\AB+\cluster_4_5313.npy,AB+,2
data\processed\AB+\cluster_4_5327.npy,AB+,2
data\processed\AB+\cluster_4_5335.npy,AB+,2
data\processed\AB+\cluster_4_5345.npy,AB+,2
data\processed\AB+\cluster_4_5347.npy,AB+,2
data\processed\AB+\cluster_4_5348.npy,AB+,2
data\processed\AB+\cluster_4_5350.npy,AB+,2
data\processed\AB+\cluster_4_5353.npy,AB+,2
data\processed\AB+\cluster_4_5365.npy,AB+,2
data\processed\AB+\cluster_4_537.npy,AB+,2
data\processed\AB+\cluster_4_5371.npy,AB+,2
data\processed\AB+\cluster_4_5381.npy,AB+,2
data\processed\AB+\cluster_4_5389.npy,AB+,2
data\processed\AB+\cluster_4_540.npy,AB+,2
data\processed\AB+\cluster_4_5402.npy,AB+,2
data\processed\AB+\cluster_4_5404.npy,AB+,2
data\processed\AB+\cluster_4_5411.npy,AB+,2
data\processed\AB+\cluster_4_5417.npy,AB+,2
data\processed\AB+\cluster_4_542.npy,AB+,2
data\processed\AB+\cluster_4_5420.npy,AB+,2
data\processed\AB+\cluster_4_5423.npy,AB+,2
data\processed\AB+\cluster_4_5437.npy,AB+,2
data\processed\AB+\cluster_4_544.npy,AB+,2
